InvoiceLineId,InvoiceId,CustomerId,UnitPrice,Quantity,TrackName,Composer,Milliseconds,Bytes,GenreName,AlbumTitle,ArtistName
45,10,46,0.99,1,Etnia,Chico Science,152555,5061413,Latin,Afrociberdelia,Chico Science & Nação Zumbi
46,10,46,0.99,1,Samba Do Lado,Chico Science,227317,7541688,Latin,Afrociberdelia,Chico Science & Nação Zumbi
47,10,46,0.99,1,Sobremesa,Chico Science,240091,7960868,Latin,Afrociberdelia,Chico Science & Nação Zumbi
48,10,46,0.99,1,Sangue De Bairro,Chico Science,132231,4415557,Latin,Afrociberdelia,Chico Science & Nação Zumbi
49,10,46,0.99,1,Amor De Muito,Chico Science,175333,5881293,Latin,Afrociberdelia,Chico Science & Nação Zumbi
50,10,46,0.99,1,Maracatu Atômico [Trip Hop],Chico Science,221492,7380787,Latin,Afrociberdelia,Chico Science & Nação Zumbi
51,11,52,0.99,1,Samba Makossa,,271856,9095410,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
52,11,52,0.99,1,Lixo Do Mangue,,193253,6534200,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
53,11,52,0.99,1,Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,222145,7402658,Reggae,Acústico MTV [Live],Cidade Negra
54,11,52,0.99,1,Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,221544,7388466,Reggae,Acústico MTV [Live],Cidade Negra
55,11,52,0.99,1,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,231392,7663348,Reggae,Acústico MTV [Live],Cidade Negra
56,11,52,0.99,1,Firmamento,Harry Lawes/Winston Foster-Vers,225488,7507866,Reggae,Cidade Negra - Hits,Cidade Negra
57,11,52,0.99,1,Sábado A Noite,Lulu Santos,267363,8895073,Reggae,Cidade Negra - Hits,Cidade Negra
58,11,52,0.99,1,Linha Do Equador,,244715,8123466,Latin,Na Pista,Cláudio Zoli
59,11,52,0.99,1,Livre Pra Viver,,214595,7111596,Latin,Na Pista,Cláudio Zoli
60,12,2,0.99,1,Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,Pop,Axé Bahia 2001,Various Artists
61,12,2,0.99,1,Dazed and Confused,Jimmy Page,401920,13035765,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
62,12,2,0.99,1,You Shook Me(2),J B Lenoir/Willie Dixon,619467,20138673,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
63,12,2,0.99,1,Man With The Woman Head,Don Van Vliet,88894,2922044,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
64,12,2,0.99,1,Leandro De Itaquera 2001,,274808,9451845,Soundtrack,Carnaval 2001,Various Artists
65,12,2,0.99,1,Vôo Sobre o Horizonte,J.r.Bertami/Parana,225097,7528825,Latin,Chill: Brazil (Disc 1),Marcos Valle
66,12,2,0.99,1,All Star,Nando Reis,176326,5891697,Latin,Chill: Brazil (Disc 1),Marcos Valle
67,12,2,0.99,1,Tanto Tempo,Vários,170292,5572240,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
68,12,2,0.99,1,Bumbo Da Mangueira,Vários,270158,9073350,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
69,12,2,0.99,1,Die Die My Darling,Danzig,149315,4867667,Metal,Garage Inc. (Disc 1),Metallica
70,12,2,0.99,1,Radio GA GA,Roger Taylor,343745,11358573,Rock,Greatest Hits II,Queen
71,12,2,0.99,1,I'm Going Slightly Mad,Queen,248032,8192339,Rock,Greatest Hits II,Queen
72,12,2,0.99,1,Sure Know Something,"Paul Stanley, Vincent Poncia",242468,7939886,Rock,Greatest Kiss,Kiss
73,12,2,0.99,1,God Of Thunder,Paul Stanley,255791,8309077,Rock,Greatest Kiss,Kiss
74,13,16,0.99,1,Valentino's,,296124,9848545,Jazz,Heart of the Night,Spyro Gyra
75,14,17,0.99,1,Believe,,310778,10317185,Jazz,Heart of the Night,Spyro Gyra
76,14,17,0.99,1,As We Sleep,,316865,10429398,Jazz,Heart of the Night,Spyro Gyra
77,15,19,0.99,1,J Squared,,288757,9480777,Jazz,Heart of the Night,Spyro Gyra
78,15,19,0.99,1,Maria,Billie Joe Armstrong -Words Green Day -Music,167262,5484747,Alternative & Punk,International Superhits,Green Day
79,16,21,0.99,1,Longview,Billie Joe Armstrong -Words Green Day -Music,234083,7714939,Alternative & Punk,International Superhits,Green Day
80,16,21,0.99,1,Basket Case,Billie Joe Armstrong -Words Green Day -Music,181629,5951736,Alternative & Punk,International Superhits,Green Day
81,16,21,0.99,1,She,Billie Joe Armstrong -Words Green Day -Music,134164,4425128,Alternative & Punk,International Superhits,Green Day
82,16,21,0.99,1,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,135888,4408983,Alternative & Punk,International Superhits,Green Day
83,17,25,0.99,1,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,135523,4431357,Alternative & Punk,International Superhits,Green Day
84,17,25,0.99,1,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,170187,5604618,Alternative & Punk,International Superhits,Green Day
85,17,25,0.99,1,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,213420,7075573,Alternative & Punk,International Superhits,Green Day
86,17,25,0.99,1,Don't You Cry,David Coverdale,347036,11269612,Rock,Into The Light,David Coverdale
87,17,25,0.99,1,Living On Love,Bossi/David Coverdale/Earl Slick,391549,12785876,Rock,Into The Light,David Coverdale
88,17,25,0.99,1,Wherever You May Go,David Coverdale,239699,7803074,Rock,Into The Light,David Coverdale
89,18,31,0.99,1,"Diga Lá, Coração",,255921,8280636,Latin,Meus Momentos,Gonzaguinha
90,18,31,0.99,1,Comportamento Geral,Gonzaga Jr,181577,5997444,Latin,Meus Momentos,Gonzaguinha
91,18,31,0.99,1,Podres Poderes,,259761,8622495,Latin,Minha Historia,Chico Buarque
92,18,31,0.99,1,Queixa,,299676,9953962,Latin,Minha Historia,Chico Buarque
93,18,31,0.99,1,Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  Sérgio Dias,287817,9484504,Alternative & Punk,Minha História,Os Mutantes
94,18,31,0.99,1,Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195186,6411149,Alternative & Punk,Minha História,Os Mutantes
95,18,31,0.99,1,Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,382981,12495906,Alternative & Punk,Minha História,Os Mutantes
96,18,31,0.99,1,Smoke On The Water,Gillan/Glover/Lord/Paice,618031,20103125,Rock,MK III The Final Concerts [Disc 1],Deep Purple
97,18,31,0.99,1,Trampled Under Foot,John Paul Jones,336692,11154468,Rock,Physical Graffiti [Disc 1],Led Zeppelin
98,19,40,0.99,1,União Da Ilha,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,Latin,Sambas De Enredo 2001,Various Artists
99,19,40,0.99,1,Put Your Lights On,E. Shrody,285178,9394769,Rock,Supernatural,Santana
100,19,40,0.99,1,Primavera,KC Porter & JB Eckl,378618,12504234,Rock,Supernatural,Santana
101,19,40,0.99,1,Seis Da Tarde,,238445,7935898,Latin,The Best of Ed Motta,Ed Motta
102,19,40,0.99,1,Compulsion,Miles Davis,345025,11254474,Jazz,The Essential Miles Davis [Disc 1],Miles Davis
103,19,40,0.99,1,The Pan Piper,Miles Davis,233769,7593713,Jazz,The Essential Miles Davis [Disc 1],Miles Davis
104,19,40,0.99,1,Jean Pierre (Live),Miles Davis,243461,7955114,Jazz,The Essential Miles Davis [Disc 2],Miles Davis
105,19,40,0.99,1,Drum Boogie,,191555,6185636,Jazz,Up An' Atom,Gene Krupa
106,19,40,0.99,1,Lemon Drop,,194089,6287531,Jazz,Up An' Atom,Gene Krupa
107,19,40,0.99,1,Showcase,,201560,6697510,Jazz,Up An' Atom,Gene Krupa
108,19,40,0.99,1,Como É Duro Trabalhar,,226168,7541177,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius
109,19,40,0.99,1,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,163970,5399626,Latin,Vozes do MPB,Various Artists
110,19,40,0.99,1,As Rosas Não Falam (Beth Carvalho),,116767,3836641,Latin,Vozes do MPB,Various Artists
111,19,40,0.99,1,Green River,J. C. Fogerty,154279,5105874,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
112,20,54,0.99,1,Someday Never Comes,J. C. Fogerty,239360,7945235,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival
113,21,55,0.99,1,Walking On The Water,J.C. Fogerty,281286,9302129,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
114,21,55,0.99,1,"Suzie-Q, Pt. 2",J.C. Fogerty,244114,7986637,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
115,22,57,0.99,1,Good Golly Miss Molly,J.C. Fogerty,163604,5348175,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
116,22,57,0.99,1,Wrote A Song For Everyone,J.C. Fogerty,296385,9675875,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
117,23,59,0.99,1,Cotton Fields,J.C. Fogerty,178181,5919224,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
118,23,59,0.99,1,Don't Look Now,J.C. Fogerty,131918,4366455,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
119,23,59,0.99,1,Before You Accuse Me,J.C. Fogerty,207804,6815126,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
120,23,59,0.99,1,Pagan Baby,J.C. Fogerty,385619,12713813,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
121,24,4,0.99,1,Born To Move,J.C. Fogerty,342804,11260814,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival
122,24,4,0.99,1,Brasil,,243696,7911683,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
123,24,4,0.99,1,Coroné Antonio Bento,,200437,6713066,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
124,24,4,0.99,1,Música Urbana 2,,194899,6383472,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
125,24,4,0.99,1,Woman Of The World (Ao Vivo),,298919,9724145,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller
126,24,4,0.99,1,Smells Like Teen Spirit (Ao Vivo),,316865,10384506,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
127,25,10,0.99,1,Admirável Gado Novo,,274390,9144031,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
128,25,10,0.99,1,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,188473,6195854,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller
129,25,10,0.99,1,Drifter,Bolin/Coverdale,242834,8001505,Rock,Come Taste The Band,Deep Purple
130,25,10,0.99,1,Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",620460,20230089,Rock,Deep Purple In Rock,Deep Purple
131,25,10,0.99,1,No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",414902,13646606,Rock,Fireball,Deep Purple
132,25,10,0.99,1,Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",424829,13779332,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
133,25,10,0.99,1,The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",295053,9740361,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple
134,25,10,0.99,1,Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,290455,9502646,Rock,Machine Head,Deep Purple
135,25,10,0.99,1,Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",257384,8510755,Rock,Purpendicular,Deep Purple
136,26,19,0.99,1,Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,Rock,Purpendicular,Deep Purple
137,26,19,0.99,1,Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",349335,11369671,Rock,Slaves And Masters,Deep Purple
138,26,19,0.99,1,High Ball Shooter,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,267833,8772471,Rock,Stormbringer,Deep Purple
139,26,19,0.99,1,A Twist In The Tail,roger glover,257462,8413103,Rock,The Battle Rages On,Deep Purple
140,26,19,0.99,1,Animal,,244741,7985133,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
141,26,19,0.99,1,Hysteria,,355056,11622738,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard
142,26,19,0.99,1,"Baltimore, DC",John Scofield,346932,11394473,Jazz,Outbreak,Dennis Chambers
143,26,19,0.99,1,Esquinas,,280999,9096726,Latin,Djavan Ao Vivo - Vol. 02,Djavan
144,26,19,0.99,1,Açai,Djavan,270968,8893682,Latin,Djavan Ao Vivo - Vol. 1,Djavan
145,26,19,0.99,1,Um Amor Puro,Djavan,327105,10664698,Latin,Djavan Ao Vivo - Vol. 1,Djavan
146,26,19,0.99,1,Fascinação,,180793,5793959,Latin,Elis Regina-Minha História,Elis Regina
147,26,19,0.99,1,Sunshine Of Your Love,Bruce/Clapton,252891,8225889,Blues,The Cream Of Clapton,Eric Clapton
148,26,19,0.99,1,Lay Down Sally,Clapton/Levy,231732,7774207,Blues,The Cream Of Clapton,Eric Clapton
149,26,19,0.99,1,Tears In Heaven,"Eric Clapton, Will Jennings",274729,9032835,Blues,Unplugged,Eric Clapton
150,27,33,0.99,1,Naked In Front Of The Computer,Mike Patton,128757,4225077,Alternative & Punk,Album Of The Year,Faith No More
151,28,34,0.99,1,Helpless,Bill Gould/Mike Bordin/Mike Patton,326217,10753135,Alternative & Punk,Album Of The Year,Faith No More
152,28,34,0.99,1,Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,228493,7505887,Alternative & Punk,Album Of The Year,Faith No More
153,29,36,0.99,1,She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,209867,6887544,Alternative & Punk,Album Of The Year,Faith No More
154,29,36,0.99,1,Paths Of Glory,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,257253,8436300,Alternative & Punk,Album Of The Year,Faith No More
155,30,38,0.99,1,Pristina,Bill Gould/Mike Patton,232698,7497361,Alternative & Punk,Album Of The Year,Faith No More
156,30,38,0.99,1,Caffeine,,267937,8747367,Alternative & Punk,Angel Dust,Faith No More
157,30,38,0.99,1,RV,,223242,7288162,Alternative & Punk,Angel Dust,Faith No More
158,30,38,0.99,1,Everything's Ruined,,273658,9010917,Alternative & Punk,Angel Dust,Faith No More
159,31,42,0.99,1,A Small Victory,,297168,9733572,Alternative & Punk,Angel Dust,Faith No More
160,31,42,0.99,1,Easy,,185835,6073008,Alternative & Punk,Angel Dust,Faith No More
161,31,42,0.99,1,The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",209319,6908609,Rock,King For A Day Fool For A Lifetime,Faith No More
162,31,42,0.99,1,Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",186435,6224997,Rock,King For A Day Fool For A Lifetime,Faith No More
163,31,42,0.99,1,What A Day,"Mike Bordin, Billy Gould, Mike Patton",158275,5203430,Rock,King For A Day Fool For A Lifetime,Faith No More
164,31,42,0.99,1,From Out Of Nowhere,Faith No More,202527,6587802,Alternative & Punk,The Real Thing,Faith No More
165,32,48,0.99,1,Underwater Love,Faith No More,231993,7634387,Alternative & Punk,The Real Thing,Faith No More
166,32,48,0.99,1,Falamansa Song,,237165,7921313,Latin,Deixa Entrar,Falamansa
167,32,48,0.99,1,Avisa,,355030,11844320,Latin,Deixa Entrar,Falamansa
168,32,48,0.99,1,Desaforo,,174524,5853561,Latin,Deixa Entrar,Falamansa
169,32,48,0.99,1,The Last Song,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",199523,6496742,Rock,In Your Honor [Disc 1],Foo Fighters
170,32,48,0.99,1,What If I Do?,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",302994,9929799,Rock,In Your Honor [Disc 2],Foo Fighters
171,32,48,0.99,1,Virginia Moon,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,Rock,In Your Honor [Disc 2],Foo Fighters
172,32,48,0.99,1,Times Like These,Foo Fighters,266370,8624691,Alternative & Punk,One By One,Foo Fighters
173,32,48,0.99,1,Burn Away,Foo Fighters,298396,9678073,Alternative & Punk,One By One,Foo Fighters
174,33,57,0.99,1,See You,"Dave, Taylor, Nate, Chris",146782,4888173,Rock,The Colour And The Shape,Foo Fighters
175,33,57,0.99,1,I Get A Kick Out Of You,cole porter,194429,6332441,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
176,33,57,0.99,1,Fly Me To The Moon,bart howard,149263,4856954,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
177,33,57,0.99,1,Mack The Knife,bert brecht/kurt weill/marc blitzstein,292075,9541052,Easy Listening,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
178,33,57,0.99,1,Funk Hum,,244453,8084475,Latin,Roda De Funk,Funk Como Le Gusta
179,33,57,0.99,1,Forty Days Instrumental,,292493,9584317,Latin,Roda De Funk,Funk Como Le Gusta
180,33,57,0.99,1,Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",191660,6340649,Soundtrack,As Canções de Eu Tu Eles,Gilberto Gil
181,33,57,0.99,1,Stir It Up (Live),,282409,9594738,Latin,Quanta Gente Veio Ver (Live),Gilberto Gil
182,33,57,0.99,1,A Novidade (Live),,316969,10508000,Latin,Quanta Gente Veio Ver (Live),Gilberto Gil
183,33,57,0.99,1,Realce,Gilberto Gil,264489,8847612,Latin,Unplugged,Eric Clapton
184,33,57,0.99,1,Aquele Abraço,Gilberto Gil,263993,8805003,Latin,Unplugged,Eric Clapton
185,33,57,0.99,1,Re-Align,Sully Erna,260884,8513891,Metal,Faceless,Godsmack
186,33,57,0.99,1,Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",232724,7599602,Alternative & Punk,American Idiot,Green Day
187,33,57,0.99,1,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Mike Dirnt/Tré Cool,558602,18139840,Alternative & Punk,American Idiot,Green Day
188,34,12,0.99,1,Right Next Door to Hell,,182321,3175950,Rock,Use Your Illusion I,Guns N' Roses
189,35,13,0.99,1,Dust N' Bones,,298374,5053742,Rock,Use Your Illusion I,Guns N' Roses
190,35,13,0.99,1,Live and Let Die,,184016,3203390,Rock,Use Your Illusion I,Guns N' Roses
191,36,15,0.99,1,Perfect Crime,,143637,2550030,Rock,Use Your Illusion I,Guns N' Roses
192,36,15,0.99,1,Bad Obsession,,328282,5537678,Rock,Use Your Illusion I,Guns N' Roses
193,37,17,0.99,1,Double Talkin' Jive,,203637,3520862,Rock,Use Your Illusion I,Guns N' Roses
194,37,17,0.99,1,The Garden,,322175,5438862,Rock,Use Your Illusion I,Guns N' Roses
195,37,17,0.99,1,Don't Damn Me,,318901,5385886,Rock,Use Your Illusion I,Guns N' Roses
196,37,17,0.99,1,Dead Horse,,257600,4394014,Rock,Use Your Illusion I,Guns N' Roses
197,38,21,0.99,1,Yesterdays,Billy/Del James/W. Axl Rose/West Arkeen,196205,6398489,Metal,Use Your Illusion II,Guns N' Roses
198,38,21,0.99,1,Breakdown,W. Axl Rose,424960,13978284,Metal,Use Your Illusion II,Guns N' Roses
199,38,21,0.99,1,Estranged,W. Axl Rose,563800,18343787,Metal,Use Your Illusion II,Guns N' Roses
200,38,21,0.99,1,Colibri,Richard Bull,361012,12055329,Jazz,Blue Moods,Incognito
201,38,21,0.99,1,L'Arc En Ciel De Miles,Kevin Robinson/Richard Bull,242390,8053997,Jazz,Blue Moods,Incognito
202,38,21,0.99,1,Millenium,Maxton Gig Beesley Jnr.,379167,12511939,Jazz,Blue Moods,Incognito
203,39,27,0.99,1,These Colours Don't Run,,412152,6883500,Rock,A Matter of Life and Death,Iron Maiden
204,39,27,0.99,1,For the Greater Good of God,,564893,9367328,Rock,A Matter of Life and Death,Iron Maiden
205,39,27,0.99,1,Prowler,Steve Harris,255634,4091904,Metal,A Real Dead One,Iron Maiden
206,39,27,0.99,1,Run To The Hilss,Steve Harris,237557,3803136,Metal,A Real Dead One,Iron Maiden
207,39,27,0.99,1,Can I Play With Madness,Adrian Smith/Bruce Dickinson/Steve Harris,282488,4521984,Metal,A Real Live One,Iron Maiden
208,39,27,0.99,1,Heaven Can Wait,Steve Harris,448574,7178240,Metal,A Real Live One,Iron Maiden
209,39,27,0.99,1,Blood Brothers,Steve Harris,434442,17379456,Rock,Brave New World,Iron Maiden
210,39,27,0.99,1,The Thin Line Between Love & Hate,David Murray/Steve Harris,506801,20273280,Rock,Brave New World,Iron Maiden
211,39,27,0.99,1,Gates Of Tomorrow,Bruce Dickinson/Janick Gers/Steve Harris,312032,12482688,Heavy Metal,Dance Of Death,Iron Maiden
212,40,36,0.99,1,Fear Is The Key,Bruce Dickinson/Janick Gers,335307,13414528,Rock,Fear Of The Dark,Iron Maiden
213,40,36,0.99,1,01 - Prowler,Steve Harris,236173,5668992,Blues,Iron Maiden,Iron Maiden
214,40,36,0.99,1,The Ides Of March,Steve Harris,105926,2543744,Heavy Metal,Killers,Iron Maiden
215,40,36,0.99,1,Drifter,Steve Harris,288757,6934660,Heavy Metal,Killers,Iron Maiden
216,40,36,0.99,1,The Number Of The Beast,Harris,275121,6605094,Metal,Live After Death,Iron Maiden
217,40,36,0.99,1,Phantom Of The Opera,Steve Harris,441155,10589917,Heavy Metal,Live After Death,Iron Maiden
218,40,36,0.99,1,Afraid To Shoot Strangers,,412525,9905048,Rock,Live At Donington 1992 (Disc 1),Iron Maiden
219,40,36,0.99,1,The Trooper,,232672,5588560,Rock,Live At Donington 1992 (Disc 2),Iron Maiden
